delivery_distance,order_quantity_lbs,average_unit_cost_lbs,packaging,total_delivery_cost,markup_percentage,order_date,customer_id,product_id,warehouse_id,ship_via
68.08,1440.0,0.87,-MDRM,7.35,1.84,2022-11-29 00:00:00+00:00,C278,P2,W25,S3
85.7,44540.0,1.01,BULK,289.24,0.08,2022-02-21 00:00:00+00:00,C145,P4,W3,S2
74.91,38420.0,0.07,BULK,257.88,1.61,2019-07-02 00:00:00+00:00,C279,P1,W16,S2
9.06,360.0,0.72,-MDRM,0.24,0.11,2018-01-08 00:00:00+00:00,C274,P2,W10,S3
99.69,360.0,3.14,-MDRM,2.69,0.11,2017-12-06 00:00:00+00:00,C280,P2,W13,S3
22.73,44000.0,0.04,BULK,75.01,1.38,2017-08-22 00:00:00+00:00,C49,P3,W22,S2
22.73,44000.0,0.04,BULK,75.01,1.39,2017-07-27 00:00:00+00:00,C49,P3,W22,S2
13.19,45340.0,0.05,BULK,45.51,0.26,2017-10-20 00:00:00+00:00,C13,P1,W2,S2
17.81,360.0,1.44,-MDRM,0.48,0.11,2018-06-29 00:00:00+00:00,C263,P2,W12,S3
28.58,360.0,0.9,-MDRM,0.77,0.41,2017-06-28 00:00:00+00:00,C281,P2,W15,S3
54.63,44900.0,0.79,BULK,184.38,0.05,2022-11-09 00:00:00+00:00,C37,P4,W3,S2
0.0,45180.0,0.06,BULK,0.0,0.39,2017-10-04 00:00:00+00:00,C1,P1,W1,S1
13.19,44120.0,0.11,BULK,45.51,0.16,2022-04-07 00:00:00+00:00,C13,P1,W2,S2
47.43,46100.0,0.05,BULK,163.63,0.48,2016-10-05 00:00:00+00:00,C19,P1,W2,S2
54.63,45260.0,1.08,BULK,143.4,0.06,2021-03-02 00:00:00+00:00,C37,P4,W3,S2
10.19,360.0,0.51,+MDRM,0.28,0.77,2016-10-30 00:00:00+00:00,C78,P2,W13,S3
55.83,360.0,0.92,-MDRM,1.51,0.21,2022-10-25 00:00:00+00:00,C89,P2,W5,S3
54.63,44500.0,0.94,BULK,184.38,0.06,2021-07-12 00:00:00+00:00,C37,P4,W3,S2
174.38,44140.0,0.06,BULK,575.45,0.23,2018-05-15 00:00:00+00:00,C282,P1,W1,S1
66.83,44020.0,0.1,BULK,225.55,0.7,2021-12-21 00:00:00+00:00,C28,P1,W2,S2
38.12,5760.0,0.75,-MDRM,16.47,0.11,2017-09-21 00:00:00+00:00,C283,P2,W13,S3
6.19,45600.0,0.05,BULK,20.89,1.46,2021-02-03 00:00:00+00:00,C44,P1,W14,S2
114.16,45080.0,0.05,BULK,393.85,0.25,2017-05-26 00:00:00+00:00,C6,P1,W2,S2
15.43,720.0,0.89,-MDRM,0.83,0.3,2017-07-14 00:00:00+00:00,C284,P2,W12,S3
47.43,42220.0,0.07,BULK,163.63,0.66,2019-09-23 00:00:00+00:00,C19,P1,W2,S2
0.0,34500.0,0.07,BULK,0.0,0.28,2018-10-12 00:00:00+00:00,C1,P1,W1,S1
16.69,45440.0,0.09,BULK,56.33,0.77,2022-04-01 00:00:00+00:00,C47,P1,W1,S2
32.39,1440.0,1.35,-MDRM,3.5,0.11,2019-01-23 00:00:00+00:00,C18,P2,W13,S3
50.95,43660.0,0.06,BULK,175.4,0.56,2018-06-19 00:00:00+00:00,C92,P1,W2,S14
16.69,43900.0,0.06,BULK,55.08,0.24,2017-01-12 00:00:00+00:00,C47,P1,W1,S1
24.31,13270.0,0.05,BULK,27.35,3.23,2016-11-08 00:00:00+00:00,C29,P1,W4,S2
73.91,44280.0,0.06,BULK,249.45,1.46,2018-12-11 00:00:00+00:00,C36,P1,W3,S2
97.38,42080.0,0.06,BULK,328.66,0.54,2020-01-22 00:00:00+00:00,C62,P1,W2,S2
43.96,17280.0,1.17,-MDRM,56.97,0.11,2020-08-13 00:00:00+00:00,C177,P2,W11,S3
41.95,42080.0,0.07,BULK,144.73,0.02,2018-08-13 00:00:00+00:00,C40,P1,W2,S2
24.78,360.0,1.63,-MDRM,0.67,0.11,2017-03-28 00:00:00+00:00,C71,P2,W20,S3
18.14,10660.0,0.07,BULK,15.61,3.32,2019-10-22 00:00:00+00:00,C285,P1,W2,S2
50.85,360.0,0.83,-MDRM,1.37,1.15,2020-07-13 00:00:00+00:00,C286,P2,W12,S3
86.96,46640.0,0.16,BULK,300.01,0.14,2022-06-20 00:00:00+00:00,C46,P1,W16,S2
41.95,45320.0,0.05,BULK,144.73,0.36,2017-12-27 00:00:00+00:00,C40,P1,W2,S2
86.24,1440.0,0.71,-MDRM,9.31,0.1,2019-03-22 00:00:00+00:00,C56,P2,W17,S3
52.5,720.0,1.24,-MDRM,2.84,0.38,2021-12-17 00:00:00+00:00,C179,P2,W17,S3
6.19,720.0,0.67,-MDRM,0.33,0.11,2019-10-24 00:00:00+00:00,C5,P2,W5,S3
67.45,39360.0,0.08,BULK,199.11,0.3,2021-04-14 00:00:00+00:00,C6,P1,W8,S2
5.16,1080.0,0.94,-MDRM,0.42,0.11,2021-02-17 00:00:00+00:00,C65,P2,W12,S3
16.69,43980.0,0.06,BULK,55.08,0.18,2018-07-23 00:00:00+00:00,C47,P1,W1,S1
45.78,47120.0,0.06,BULK,157.94,1.87,2016-12-16 00:00:00+00:00,C97,P1,W16,S2
7.8,720.0,1.01,-MDRM,0.42,0.53,2022-10-11 00:00:00+00:00,C220,P2,W20,S3
50.95,42260.0,0.08,BULK,175.4,0.31,2021-05-26 00:00:00+00:00,C92,P1,W2,S2
86.24,7200.0,0.71,-MDRM,46.57,0.1,2020-10-14 00:00:00+00:00,C56,P2,W17,S3
85.7,45040.0,0.99,BULK,289.24,0.1,2021-11-04 00:00:00+00:00,C145,P4,W3,S2
20.21,1440.0,1.26,-MDRM,2.18,0.11,2019-12-30 00:00:00+00:00,C27,P2,W15,S3
55.6,720.0,1.22,-MDRM,3.0,0.11,2019-02-22 00:00:00+00:00,C38,P2,W17,S3
50.51,1080.0,1.25,-MDRM,4.09,0.11,2017-02-23 00:00:00+00:00,C17,P2,W10,S3
7.72,41160.0,0.05,BULK,26.58,1.0,2018-11-05 00:00:00+00:00,C92,P1,W14,S2
18.24,21600.0,0.57,-MDRM,29.55,0.11,2019-06-27 00:00:00+00:00,C138,P2,W5,S3
151.33,42680.0,0.04,BULK,520.95,0.52,2017-03-10 00:00:00+00:00,C26,P1,W4,S2
40.77,45480.0,0.08,BULK,143.71,0.34,2022-02-23 00:00:00+00:00,C34,P1,W1,S2
17.54,720.0,1.03,-MDRM,0.95,0.11,2021-06-04 00:00:00+00:00,C287,P2,W20,S3
16.28,1440.0,1.14,-MDRM,1.76,0.11,2022-06-13 00:00:00+00:00,C102,P2,W12,S3
14.6,7140.0,0.07,BULK,6.7,3.99,2018-11-08 00:00:00+00:00,C50,P1,W16,S2
85.7,45080.0,0.98,BULK,289.24,0.11,2021-10-08 00:00:00+00:00,C145,P4,W3,S2
86.24,2520.0,0.71,-MDRM,16.3,0.1,2019-05-03 00:00:00+00:00,C56,P2,W17,S3
35.98,1080.0,0.83,-MDRM,2.91,0.3,2019-08-20 00:00:00+00:00,C57,P2,W10,S12
54.63,45160.0,1.07,BULK,184.38,0.07,2021-03-24 00:00:00+00:00,C37,P4,W3,S2
11.25,360.0,1.35,-MDRM,0.3,0.11,2020-04-15 00:00:00+00:00,C269,P2,W15,S3
7.72,46820.0,0.06,BULK,26.58,0.71,2020-01-10 00:00:00+00:00,C92,P1,W14,S2
30.78,2880.0,1.08,-MDRM,6.65,0.11,2022-01-06 00:00:00+00:00,C169,P2,W3,S3
148.47,34920.0,0.15,BULK,512.22,0.21,2022-09-06 00:00:00+00:00,C24,P1,W2,S2
22.73,46368.0,0.05,BULK,81.83,1.7,2016-12-07 00:00:00+00:00,C49,P3,W22,S2
54.63,45060.0,0.64,BULK,184.38,0.06,2020-10-30 00:00:00+00:00,C37,P4,W3,S2
55.6,720.0,1.28,-MDRM,3.0,0.11,2019-12-27 00:00:00+00:00,C38,P2,W17,S3
0.0,45940.0,0.07,BULK,0.0,0.24,2019-01-31 00:00:00+00:00,C288,P1,W1,S2
191.27,28440.0,0.57,-MDRM,413.14,0.08,2017-01-17 00:00:00+00:00,C200,P2,W15,S3
114.73,39180.0,0.15,BULK,387.21,0.2,2022-07-11 00:00:00+00:00,C289,P1,W2,S2
50.95,44440.0,0.06,BULK,175.4,0.65,2020-07-23 00:00:00+00:00,C92,P1,W2,S2
114.16,44740.0,0.05,BULK,393.85,0.2,2017-08-31 00:00:00+00:00,C6,P1,W2,S2
2.03,45360.0,0.05,BULK,6.85,0.56,2020-10-20 00:00:00+00:00,C159,P1,W14,S2
44.08,18220.0,0.07,BULK,59.51,0.89,2019-05-31 00:00:00+00:00,C77,P1,W16,S2
33.64,1080.0,0.92,-MDRM,2.72,0.84,2017-06-05 00:00:00+00:00,C290,P2,W13,S3
65.2,720.0,1.26,-MDRM,3.52,0.11,2019-04-08 00:00:00+00:00,C144,P2,W3,S3
10.06,3600.0,1.4,-MDRM,2.72,0.11,2021-03-05 00:00:00+00:00,C95,P2,W3,S3
120.64,44800.0,0.07,BULK,415.3,0.33,2019-02-28 00:00:00+00:00,C94,P1,W4,S2
,35080.0,0.07,BULK,,,2021-06-03 00:00:00+00:00,C41,P3,W12,S6
7.72,44380.0,0.07,BULK,26.58,0.67,2019-05-13 00:00:00+00:00,C92,P1,W14,S2
114.16,44840.0,0.05,BULK,393.85,0.21,2017-11-03 00:00:00+00:00,C6,P1,W2,S2
4.2,360.0,0.82,-MDRM,0.11,0.11,2019-08-20 00:00:00+00:00,C182,P2,W7,S3
10.66,42460.0,0.07,BULK,36.78,0.06,2018-10-25 00:00:00+00:00,C40,P1,W2,S2
136.86,45440.0,0.05,BULK,461.9,0.56,2018-01-22 00:00:00+00:00,C88,P1,W3,S2
114.16,43800.0,0.06,BULK,385.29,0.57,2020-05-05 00:00:00+00:00,C6,P1,W2,S2
120.64,44570.0,0.07,BULK,415.3,0.32,2019-05-22 00:00:00+00:00,C94,P1,W4,S2
0.0,24460.0,0.16,BULK,0.0,0.1,2022-12-27 00:00:00+00:00,C1,P1,W1,S1
86.96,46360.0,0.07,BULK,300.01,0.24,2018-11-12 00:00:00+00:00,C46,P1,W16,S2
20.21,2880.0,0.89,-MDRM,4.37,1.21,2022-12-16 00:00:00+00:00,C27,P2,W15,S3
13.19,41380.0,0.07,BULK,45.51,0.43,2018-07-12 00:00:00+00:00,C13,P1,W2,S2
41.95,45020.0,0.07,BULK,144.73,0.27,2019-05-23 00:00:00+00:00,C40,P1,W2,S2
143.36,720.0,0.78,-MDRM,7.74,0.16,2019-02-13 00:00:00+00:00,C8,P2,W11,S3
18.87,360.0,1.53,-MDRM,0.51,0.11,2020-03-27 00:00:00+00:00,C63,P2,W3,S3
55.6,720.0,1.28,-MDRM,3.0,0.11,2019-11-08 00:00:00+00:00,C38,P2,W17,S3
0.0,28500.0,0.07,BULK,0.0,0.32,2020-07-30 00:00:00+00:00,C1,P1,W1,S1
55.61,360.0,0.84,-MDRM,1.5,0.11,2017-05-12 00:00:00+00:00,C150,P2,W3,S3
56.76,43900.0,0.1,BULK,170.28,0.81,2021-08-24 00:00:00+00:00,C133,P1,W16,S2
0.0,17850.82,0.27,BULK,0.0,0.09,2021-10-01 00:00:00+00:00,C39,P3,W18,S7
18.14,43000.0,0.07,BULK,62.58,0.47,2018-07-16 00:00:00+00:00,C175,P1,W2,S2
6.19,720.0,0.96,-MDRM,0.33,0.11,2018-06-20 00:00:00+00:00,C5,P2,W5,S3
10.06,2880.0,1.03,-MDRM,2.17,0.11,2022-11-11 00:00:00+00:00,C95,P2,W3,S3
14.6,6120.0,0.06,BULK,6.7,3.99,2016-12-12 00:00:00+00:00,C50,P1,W16,S2
20.21,2880.0,1.22,-MDRM,4.37,0.61,2022-07-01 00:00:00+00:00,C27,P2,W15,S3
40.77,45460.0,0.07,BULK,143.71,0.62,2021-01-12 00:00:00+00:00,C34,P1,W1,S2
57.8,1080.0,0.85,-MDRM,4.68,0.79,2017-10-26 00:00:00+00:00,C55,P2,W6,S3
7.45,44660.0,0.05,BULK,25.65,1.58,2017-10-10 00:00:00+00:00,C142,P1,W16,S2
13.19,44720.0,0.06,BULK,45.51,0.76,2020-02-26 00:00:00+00:00,C13,P1,W2,S2
22.95,8780.0,0.11,BULK,16.63,2.54,2017-10-03 00:00:00+00:00,C146,P3,W2,S2
65.2,720.0,0.63,-MDRM,3.52,0.1,2017-01-18 00:00:00+00:00,C144,P2,W3,S3
14.6,6740.0,0.07,BULK,6.7,3.98,2019-02-11 00:00:00+00:00,C50,P1,W16,S2
161.39,12520.0,0.13,BULK,175.39,1.66,2018-08-10 00:00:00+00:00,C167,P3,W2,S2
90.07,360.0,1.42,-MDRM,2.43,0.11,2021-01-08 00:00:00+00:00,C186,P2,W17,S3
148.47,43200.0,0.07,BULK,512.22,0.37,2019-10-23 00:00:00+00:00,C24,P1,W2,S2
13.19,44500.0,0.07,BULK,45.51,0.53,2019-06-05 00:00:00+00:00,C13,P1,W2,S2
66.83,44100.0,0.09,BULK,225.55,1.04,2022-02-10 00:00:00+00:00,C28,P1,W2,S2
19.16,2520.0,1.03,-MDRM,3.62,1.09,2022-08-18 00:00:00+00:00,C191,P2,W13,S3
62.47,43680.0,0.1,BULK,210.84,2.02,2022-05-10 00:00:00+00:00,C79,P1,W3,S2
7.97,360.0,1.3,-MDRM,0.22,0.11,2019-12-16 00:00:00+00:00,C190,P2,W12,S3
71.88,6180.0,0.05,BULK,37.41,3.99,2017-12-08 00:00:00+00:00,C272,P1,W2,S2
31.89,18620.0,0.06,BULK,110.02,0.34,2020-07-01 00:00:00+00:00,C106,P1,W16,S2
19.17,360.0,0.86,-MDRM,0.52,0.11,2020-10-28 00:00:00+00:00,C291,P2,W13,S3
0.0,26814.52,0.08,BULK,0.0,0.75,2019-12-30 00:00:00+00:00,C39,P3,W18,S7
86.24,1800.0,0.92,-MDRM,11.64,0.1,2021-10-08 00:00:00+00:00,C56,P2,W17,S3
9.81,360.0,1.22,-MDRM,0.26,0.11,2019-10-15 00:00:00+00:00,C183,P2,W15,S3
54.63,45000.0,0.57,BULK,184.38,0.06,2019-10-08 00:00:00+00:00,C37,P4,W3,S2
18.14,43060.0,0.07,BULK,62.58,0.64,2019-08-19 00:00:00+00:00,C175,P1,W2,S2
90.07,360.0,0.92,-MDRM,2.43,0.73,2022-12-16 00:00:00+00:00,C186,P2,W17,S3
0.0,45560.0,0.06,BULK,0.0,0.37,2018-02-23 00:00:00+00:00,C1,P1,W1,S1
15.42,4320.0,0.71,-MDRM,5.0,0.11,2019-05-15 00:00:00+00:00,C226,P2,W3,S3
18.87,2160.0,1.14,-MDRM,3.06,0.11,2020-09-02 00:00:00+00:00,C105,P2,W3,S3
36.92,720.0,1.21,-MDRM,1.99,0.11,2017-12-19 00:00:00+00:00,C58,P2,W15,S3
52.5,360.0,1.1,-MDRM,1.42,0.11,2017-02-23 00:00:00+00:00,C179,P2,W17,S3
7.7,2880.0,0.72,-MDRM,1.66,0.11,2017-07-08 00:00:00+00:00,C95,P2,W3,S3
114.16,46420.0,0.06,BULK,393.85,0.12,2018-02-14 00:00:00+00:00,C6,P1,W2,S2
9.06,720.0,0.88,-MDRM,0.49,0.11,2018-06-25 00:00:00+00:00,C274,P2,W10,S3
36.92,360.0,1.21,-MDRM,1.0,0.11,2018-01-04 00:00:00+00:00,C58,P2,W15,S3
13.19,43760.0,0.07,BULK,45.51,0.56,2019-07-15 00:00:00+00:00,C13,P1,W2,S2
114.16,45040.0,0.05,BULK,393.85,0.25,2017-01-05 00:00:00+00:00,C6,P1,W2,S2
74.25,360.0,1.76,-MDRM,2.0,0.11,2017-04-13 00:00:00+00:00,C70,P2,W4,S3
136.86,44280.0,0.08,BULK,461.9,0.14,2019-06-26 00:00:00+00:00,C88,P1,W3,S2
14.6,5508.0,0.07,BULK,5.86,3.94,2018-10-11 00:00:00+00:00,C163,P1,W16,S2
40.77,45120.0,0.07,BULK,143.71,0.51,2019-10-17 00:00:00+00:00,C34,P1,W1,S2
13.19,43500.0,0.07,BULK,45.51,0.37,2019-02-15 00:00:00+00:00,C13,P1,W2,S2
0.0,45660.0,0.07,BULK,0.0,0.26,2019-02-14 00:00:00+00:00,C1,P1,W1,S1
35.12,45480.0,0.09,BULK,121.16,0.2,2022-04-13 00:00:00+00:00,C34,P1,W1,S2
148.47,44900.0,0.06,BULK,512.22,0.71,2020-12-22 00:00:00+00:00,C24,P1,W2,S2
25.19,720.0,1.92,-MDRM,1.36,0.11,2021-06-11 00:00:00+00:00,C81,P2,W15,S3
13.19,45280.0,0.06,BULK,45.51,0.39,2021-01-28 00:00:00+00:00,C13,P1,W2,S2
47.43,44360.0,0.06,BULK,163.63,0.64,2018-04-23 00:00:00+00:00,C19,P1,W2,S2
47.43,42040.0,0.06,BULK,163.63,0.64,2018-06-18 00:00:00+00:00,C19,P1,W2,S2
6.98,1080.0,0.82,-MDRM,0.57,0.11,2019-08-28 00:00:00+00:00,C292,P2,W11,S3
54.63,45020.0,0.97,BULK,184.38,0.05,2021-11-09 00:00:00+00:00,C37,P4,W3,S2
18.14,720.0,1.33,-MDRM,0.98,0.11,2019-08-23 00:00:00+00:00,C114,P2,W12,S3
14.6,5620.0,0.06,BULK,6.7,3.99,2019-12-16 00:00:00+00:00,C50,P1,W16,S2
2.62,1440.0,1.35,-MDRM,0.28,0.11,2020-06-08 00:00:00+00:00,C293,P2,W5,S3
50.51,1080.0,1.35,-MDRM,4.09,0.11,2020-07-24 00:00:00+00:00,C17,P2,W10,S3
148.47,43460.0,0.07,BULK,512.22,0.34,2019-08-22 00:00:00+00:00,C24,P1,W2,S2
7.86,360.0,1.31,-MDRM,0.21,0.11,2018-04-25 00:00:00+00:00,C294,P2,W20,S3
0.0,28917.0,0.09,BULK,0.0,0.37,2022-04-11 00:00:00+00:00,C1,P1,W1,S1
55.6,720.0,1.22,-MDRM,3.0,0.11,2018-10-19 00:00:00+00:00,C38,P2,W17,S3
43.95,360.0,1.39,-MDRM,1.19,0.11,2020-10-06 00:00:00+00:00,C245,P2,W6,S3
54.63,44760.0,0.89,BULK,184.38,0.05,2021-10-04 00:00:00+00:00,C37,P4,W3,S2
55.61,2520.0,0.84,-MDRM,10.51,0.13,2022-12-15 00:00:00+00:00,C150,P2,W3,S3
99.48,43700.0,0.06,BULK,342.46,0.66,2020-06-10 00:00:00+00:00,C295,P1,W2,S2
14.6,2960.0,0.1,BULK,6.7,3.31,2021-11-05 00:00:00+00:00,C50,P1,W16,S2
0.0,360.0,0.72,-MDRM,0.0,0.74,2020-02-05 00:00:00+00:00,C296,P2,W13,S6
18.87,360.0,1.24,-MDRM,0.51,0.11,2017-11-22 00:00:00+00:00,C63,P2,W3,S3
50.51,720.0,1.22,-MDRM,2.73,0.11,2018-04-05 00:00:00+00:00,C17,P2,W10,S3
114.16,42860.0,0.06,BULK,385.29,0.51,2020-01-31 00:00:00+00:00,C6,P1,W2,S2
7.86,4320.0,0.89,-MDRM,2.55,0.11,2017-10-30 00:00:00+00:00,C243,P2,W20,S3
17.06,1800.0,1.82,-MDRM,2.3,0.11,2021-06-24 00:00:00+00:00,C128,P2,W21,S3
41.95,43660.0,0.07,BULK,144.73,0.26,2019-05-31 00:00:00+00:00,C40,P1,W2,S2
50.51,720.0,1.38,-MDRM,4.09,0.11,2021-05-10 00:00:00+00:00,C17,P2,W10,S3
14.6,6840.0,0.07,BULK,6.7,3.99,2018-10-19 00:00:00+00:00,C50,P1,W16,S2
36.92,360.0,1.5,-MDRM,1.0,0.11,2018-09-11 00:00:00+00:00,C58,P2,W15,S3
13.82,360.0,1.98,-MDRM,0.37,0.11,2021-07-14 00:00:00+00:00,C297,P2,W13,S3
50.95,43900.0,0.07,BULK,175.4,0.48,2018-07-13 00:00:00+00:00,C92,P1,W2,S2
13.19,43740.0,0.15,BULK,45.51,0.46,2022-08-16 00:00:00+00:00,C13,P1,W2,S2
10.66,43760.0,0.07,BULK,36.78,0.02,2018-12-12 00:00:00+00:00,C194,P1,W2,S2
55.61,1440.0,0.98,-MDRM,9.01,0.11,2022-08-08 00:00:00+00:00,C150,P2,W3,S3
250.71,44600.0,0.05,BULK,863.07,0.45,2020-04-17 00:00:00+00:00,C94,P1,W3,S10
40.77,45020.0,0.06,BULK,137.6,0.64,2017-07-25 00:00:00+00:00,C34,P1,W1,S1
13.19,43220.0,0.08,BULK,45.51,0.33,2019-02-25 00:00:00+00:00,C13,P1,W2,S2
6.19,44160.0,0.08,BULK,20.89,1.19,2021-08-06 00:00:00+00:00,C44,P1,W14,S2
29.83,360.0,0.73,-MDRM,0.81,0.31,2019-12-05 00:00:00+00:00,C178,P2,W4,S3
39.0,360.0,0.65,-MDRM,1.05,0.44,2017-01-13 00:00:00+00:00,C298,P2,W15,S3
54.63,44340.0,1.03,BULK,184.38,0.05,2021-06-28 00:00:00+00:00,C37,P4,W3,S2
86.24,720.0,1.03,-MDRM,4.66,0.1,2021-05-07 00:00:00+00:00,C56,P2,W17,S3
111.82,1440.0,0.93,-MDRM,12.08,0.1,2017-05-12 00:00:00+00:00,C35,P2,W15,S3
0.0,44840.0,0.06,BULK,0.0,0.38,2018-06-04 00:00:00+00:00,C1,P1,W1,S1
5.59,20500.0,0.07,BULK,8.34,0.57,2019-01-28 00:00:00+00:00,C142,P1,W16,S2
54.63,22920.0,0.72,BULK,122.92,0.09,2018-02-14 00:00:00+00:00,C37,P4,W3,S8
41.95,44360.0,0.06,BULK,144.73,0.47,2020-09-03 00:00:00+00:00,C40,P1,W2,S2
97.38,43520.0,0.06,BULK,328.66,0.56,2020-07-29 00:00:00+00:00,C62,P1,W2,S2
30.36,720.0,0.88,-MDRM,1.64,0.71,2017-08-10 00:00:00+00:00,C250,P2,W12,S3
166.81,34780.0,0.04,BULK,437.88,1.89,2020-10-07 00:00:00+00:00,C41,P3,W12,S6
76.65,360.0,1.65,-MDRM,2.07,0.11,2019-02-28 00:00:00+00:00,C199,P2,W10,S3
191.27,28800.0,0.7,-MDRM,413.14,0.09,2018-06-06 00:00:00+00:00,C200,P2,W15,S3
14.6,1780.0,0.08,BULK,6.7,3.85,2021-07-02 00:00:00+00:00,C50,P1,W16,S2
75.62,1440.0,2.0,-MDRM,8.17,0.11,2021-11-11 00:00:00+00:00,C60,P2,W4,S3
8.13,720.0,2.3,-MDRM,0.44,0.11,2021-11-02 00:00:00+00:00,C260,P2,W20,S3
60.38,360.0,1.68,-MDRM,1.63,0.11,2018-01-09 00:00:00+00:00,C42,P2,W12,S3
158.25,360.0,0.62,+MDRM,4.27,0.43,2016-10-18 00:00:00+00:00,C299,P2,W4,S3
7.72,46100.0,0.05,BULK,26.58,0.76,2021-01-08 00:00:00+00:00,C92,P1,W14,S2
54.63,44060.0,0.84,BULK,184.38,0.06,2022-08-10 00:00:00+00:00,C37,P4,W3,S2
40.77,28420.0,0.07,BULK,143.71,0.57,2020-06-10 00:00:00+00:00,C34,P1,W1,S1
120.08,31100.0,0.06,BULK,413.38,0.66,2020-06-25 00:00:00+00:00,C221,P1,W2,S2
60.38,360.0,1.52,-MDRM,1.63,0.11,2017-05-09 00:00:00+00:00,C42,P2,W12,S3
67.45,43360.0,0.08,BULK,232.7,0.08,2018-12-10 00:00:00+00:00,C6,P1,W8,S2
114.16,42080.0,0.06,BULK,393.85,0.06,2018-04-23 00:00:00+00:00,C6,P1,W2,S2
0.0,47900.0,0.13,BULK,0.0,0.24,2022-11-07 00:00:00+00:00,C1,P1,W1,S1
10.38,360.0,1.7,-MDRM,0.28,0.11,2019-07-22 00:00:00+00:00,C212,P2,W13,S3
50.51,1080.0,1.2,-MDRM,4.09,0.11,2020-02-24 00:00:00+00:00,C17,P2,W10,S3
47.28,21740.0,0.1,BULK,70.92,1.11,2022-04-11 00:00:00+00:00,C14,P1,W11,S2
83.82,1800.0,2.95,-MDRM,11.32,0.11,2021-07-30 00:00:00+00:00,C233,P2,W7,S3
10.19,1440.0,0.76,-MDRM,1.1,0.11,2018-02-21 00:00:00+00:00,C154,P2,W13,S3
66.83,42600.0,0.16,BULK,225.55,0.75,2022-07-29 00:00:00+00:00,C28,P1,W2,S2
44.93,25520.0,0.19,BULK,101.09,0.13,2022-12-22 00:00:00+00:00,C153,P3,W3,S2
35.12,45620.0,0.06,BULK,118.53,0.67,2018-03-09 00:00:00+00:00,C34,P1,W1,S1
86.24,4320.0,0.71,-MDRM,32.6,0.1,2019-03-29 00:00:00+00:00,C56,P2,W17,S3
50.51,1080.0,0.91,-MDRM,4.09,0.34,2021-01-11 00:00:00+00:00,C17,P2,W10,S3
0.0,360.0,0.8,-MDRM,0.0,0.81,2019-11-18 00:00:00+00:00,C137,P2,W13,S3
67.45,44500.0,0.08,BULK,232.7,0.2,2019-01-16 00:00:00+00:00,C6,P1,W8,S2
60.38,720.0,1.01,-MDRM,3.26,0.13,2021-01-21 00:00:00+00:00,C42,P2,W12,S3
9.81,360.0,1.69,-MDRM,0.26,0.11,2018-08-08 00:00:00+00:00,C183,P2,W15,S3
35.98,720.0,1.2,-MDRM,1.94,0.11,2018-08-15 00:00:00+00:00,C57,P2,W10,S3
132.38,1080.0,1.25,-MDRM,10.72,0.36,2022-01-27 00:00:00+00:00,C43,P2,W12,S3
13.19,40040.0,0.07,BULK,45.51,0.38,2018-08-31 00:00:00+00:00,C13,P1,W2,S2
73.91,45420.0,0.08,BULK,249.45,1.0,2021-10-20 00:00:00+00:00,C36,P1,W3,S2
54.63,45480.0,0.66,BULK,184.38,0.05,2020-10-12 00:00:00+00:00,C37,P4,W3,S2
20.21,2880.0,1.2,-MDRM,4.37,0.64,2022-07-27 00:00:00+00:00,C27,P2,W15,S3
19.16,360.0,1.92,-MDRM,0.52,0.11,2017-09-19 00:00:00+00:00,C119,P2,W13,S3
22.73,44000.0,0.04,BULK,75.01,1.39,2017-09-18 00:00:00+00:00,C49,P3,W22,S2
41.44,720.0,2.73,-MDRM,2.24,0.11,2019-04-30 00:00:00+00:00,C162,P2,W4,S3
35.17,360.0,1.66,-MDRM,0.95,0.11,2018-05-31 00:00:00+00:00,C300,P2,W15,S3
66.83,42380.0,0.15,BULK,225.55,0.83,2022-06-23 00:00:00+00:00,C28,P1,W2,S2
14.6,4300.0,0.16,BULK,5.44,2.59,2022-06-28 00:00:00+00:00,C163,P1,W16,S2
45.78,46720.0,0.16,BULK,157.94,0.64,2022-07-12 00:00:00+00:00,C97,P1,W16,S2
22.64,23820.0,0.06,BULK,40.75,2.08,2020-03-26 00:00:00+00:00,C301,P1,W3,S2
54.63,45980.0,0.95,BULK,184.38,0.05,2021-07-30 00:00:00+00:00,C37,P4,W3,S2
151.33,43630.0,0.04,BULK,520.95,0.51,2017-05-15 00:00:00+00:00,C26,P1,W4,S2
89.32,45280.0,0.07,BULK,308.15,0.54,2020-12-04 00:00:00+00:00,C34,P1,W1,S1
20.18,360.0,0.78,-MDRM,0.54,0.83,2019-02-06 00:00:00+00:00,C302,P2,W15,S3
177.63,44940.0,0.06,BULK,599.5,0.75,2017-03-24 00:00:00+00:00,C193,P1,W1,S1
28.3,42440.0,0.08,BULK,95.51,0.62,2018-11-28 00:00:00+00:00,C85,P1,W8,S2
148.47,44540.0,0.1,BULK,512.22,0.69,2022-03-04 00:00:00+00:00,C24,P1,W2,S2
35.43,360.0,1.3,-MDRM,0.96,0.11,2019-02-12 00:00:00+00:00,C68,P2,W15,S3
65.2,720.0,1.17,-MDRM,3.52,1.9,2022-10-24 00:00:00+00:00,C144,P2,W3,S3
43.65,6460.0,0.06,BULK,22.92,3.99,2020-05-07 00:00:00+00:00,C75,P1,W2,S2
86.24,9360.0,0.92,-MDRM,93.14,0.1,2021-09-29 00:00:00+00:00,C56,P2,W17,S3
